,case_id,label,loss_dice
98,54,loss_dice_label0,0.02990126609802246
99,70,loss_dice_label0,0.03477984666824341
100,66,loss_dice_label0,0.11763256788253784
101,64,loss_dice_label0,0.047328293323516846
102,63,loss_dice_label0,0.06766963005065918
104,76,loss_dice_label1,0.9653854966163635
105,17b,loss_dice_label1,0.9486316442489624
106,17,loss_dice_label1,0.9851800799369812
107,24,loss_dice_label1,0.9988179206848145
108,20,loss_dice_label1,0.9981677532196045
109,64a,loss_dice_label1,0.9454830884933472
110,60,loss_dice_label1,0.8231198787689209
111,88,loss_dice_label1,1.0
112,57,loss_dice_label1,0.9946123361587524
113,46,loss_dice_label1,0.9925711154937744
114,52,loss_dice_label1,1.0
115,47,loss_dice_label1,0.9299851655960083
116,91,loss_dice_label1,1.0
117,67,loss_dice_label1,0.9095589518547058
118,51,loss_dice_label1,0.9267809391021729
119,47,loss_dice_label1,0.9836796522140503
120,53,loss_dice_label1,0.9227656126022339
121,50,loss_dice_label1,0.735706090927124
122,71,loss_dice_label1,0.998801052570343
123,78,loss_dice_label1,0.9995793700218201
124,21,loss_dice_label1,0.9965184926986694
125,46,loss_dice_label1,0.9081252813339233
126,20,loss_dice_label1,0.9998032450675964
127,89,loss_dice_label1,0.7662345767021179
128,60,loss_dice_label1,0.7286813259124756
129,58,loss_dice_label1,0.7571759223937988
130,90,loss_dice_label1,0.9750054478645325
131,56,loss_dice_label1,0.8449364304542542
132,86,loss_dice_label1,0.9813166856765747
133,89,loss_dice_label1,0.761303186416626
134,94a,loss_dice_label1,0.9315767288208008
135,19b,loss_dice_label1,0.9961056113243103
136,53,loss_dice_label1,0.9717370271682739
137,75,loss_dice_label1,0.9341632127761841
138,83,loss_dice_label1,0.8537886738777161
139,71,loss_dice_label1,0.9999575614929199
140,78,loss_dice_label1,0.9999769926071167
141,55a,loss_dice_label1,0.7984334826469421
142,67,loss_dice_label1,0.9053153991699219
143,21b,loss_dice_label1,0.9822928309440613
144,94,loss_dice_label1,0.9359626173973083
145,73,loss_dice_label1,0.9249095916748047
146,92,loss_dice_label1,0.7685118317604065
147,57,loss_dice_label1,0.9994763731956482
148,56,loss_dice_label1,0.7910878658294678
149,19,loss_dice_label1,0.9469624161720276
150,17b,loss_dice_label1,0.9456525444984436
151,93,loss_dice_label1,0.897243320941925
152,n2,loss_dice_label1,0.7578984498977661
153,40,loss_dice_label1,0.888289213180542
154,75,loss_dice_label1,0.922623872756958
155,64a,loss_dice_label1,0.9211944341659546
156,70a,loss_dice_label1,0.963374674320221
157,67a,loss_dice_label1,0.935456395149231
158,85,loss_dice_label1,0.8846583366394043
159,70,loss_dice_label1,0.9259365797042847
160,21,loss_dice_label1,0.9665504693984985
161,21b,loss_dice_label1,0.9870350360870361
162,43,loss_dice_label1,0.961807906627655
163,93,loss_dice_label1,0.9744043350219727
164,94,loss_dice_label1,0.9324849843978882
165,40,loss_dice_label1,0.9664175510406494
166,n2,loss_dice_label1,0.8154885172843933
167,81,loss_dice_label1,0.936702311038971
169,91,loss_dice_label1,0.998785674571991
170,17,loss_dice_label1,0.9844399094581604
171,86,loss_dice_label1,0.9983032941818237
172,25,loss_dice_label1,0.9950717687606812
173,19b,loss_dice_label1,0.988517165184021
174,55a,loss_dice_label1,0.758775532245636
175,52,loss_dice_label1,0.9655721187591553
176,43,loss_dice_label1,0.9707382321357727
177,67a,loss_dice_label1,0.922190248966217
178,26,loss_dice_label1,0.8766413331031799
179,90,loss_dice_label1,0.9500897526741028
180,70a,loss_dice_label1,0.9271971583366394
182,58,loss_dice_label1,0.9884307980537415
183,51,loss_dice_label1,0.9915443658828735
184,50,loss_dice_label1,0.8979676365852356
185,63,loss_dice_label1,0.9615401029586792
186,19,loss_dice_label1,0.9621578454971313
187,26,loss_dice_label1,0.9272940754890442
188,92,loss_dice_label1,0.7703136205673218
189,64,loss_dice_label1,0.9885556697845459
190,54,loss_dice_label1,0.8359683156013489
191,66,loss_dice_label1,0.9266987442970276
192,25,loss_dice_label1,0.8836517333984375
193,73,loss_dice_label1,0.9424664378166199
195,94a,loss_dice_label1,0.9429577589035034
196,88,loss_dice_label1,0.899627685546875
197,24,loss_dice_label1,0.9951498508453369
198,81,loss_dice_label1,0.9784039258956909
199,85,loss_dice_label1,0.9085207581520081
200,76,loss_dice_label1,0.9856340289115906
201,83,loss_dice_label1,0.8070696592330933
202,54,loss_dice_label1,0.907370924949646
203,70,loss_dice_label1,0.9574047327041626
204,66,loss_dice_label1,0.8765019774436951
205,64,loss_dice_label1,0.983367919921875
206,63,loss_dice_label1,0.9282447695732117
